text,entropy,prob_spam,target
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",0.9833901404895342,0.4242740951080749,1
Is that seriously how you spell his name?,0.3676573603429994,0.07046521809642177,0
I‘m going to try for 2 months ha ha only joking,0.2903039149804236,0.050922759169522845,0
So ü pay first lar... Then when is da stock comin...,0.21978768340046753,0.03519032596293609,0
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0.20798286670241017,0.03274632495648702,0
Ffffffffff. Alright no way I can meet up with you sooner?,0.2554550417351588,0.042904668461242676,0
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0.23754134402602672,0.03896821838775601,0
Lol your always so convincing.,0.2859503448719488,0.049894903010881515,0
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0.18624259980918406,0.028388079507864667,0
"I'm back &amp; we're packing the car now, I'll let you know if there's room",0.14004732189050786,0.019752266315769866,0
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0.18457188623391493,0.02806084876292158,0
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0.3439906668166013,0.06422436262602983,0
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0.30655741197396125,0.05482681842856443,0
K tell me anything about you.,0.27713643277821676,0.04783695019591955,0
For fear of fainting with the of all that housework you just did? Quick have a cuppa,0.33189496408355157,0.06112507830570203,0
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,0.9066262714403727,0.6779225922221871,1
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0.2795118097246268,0.048388554333461335,0
"Oops, I'll let you know when my roommate's done",0.19759051772744982,0.030639834625686067,0
I see the letter B on my car,0.309528149947435,0.05555181753798916,0
Anything lor... U decide...,0.23273394274833853,0.037933105155629844,0
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0.33159862308640353,0.061049903814232226,0
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0.25794731941843846,0.04346226223801762,0
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0.23311900156864288,0.038015683054442556,0
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,0.6317653441400833,0.841060962112399,1
WHO ARE YOU SEEING?,0.3293704184787254,0.060485816596333376,0
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0.10563309236575223,0.0138957279435157,0
No calls..messages..missed calls,0.5822470903522143,0.13924080516251694,0
Didn't you get hep b immunisation in nigeria.,0.3258968924589602,0.059610521877949775,0
"Fair enough, anything going on?",0.26475168226457013,0.04499697073111733,0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0.20630268229900525,0.03240289311656953,0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0.2913504698897744,0.05117096711395808,0
What you thinked about me. First time you saw me in class.,0.24993557327148497,0.041678445647014624,0
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0.16947731369983646,0.02515459335356827,0
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0.22789563192483306,0.036900425537848454,0
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0.14512237421664786,0.020658560218359174,0
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0.9671550444430841,0.39371480069938575,1
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0.17012405197199781,0.025277251777092367,0
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",0.9840653750013277,0.4258234679931351,1
"Sorry, I'll call later in meeting.",0.08322500026768112,0.010368305767449428,0
Tell where you reached,0.2839124204969648,0.04941634029923151,0
Yes..gauti and sehwag out of odi series.,0.3477652606116411,0.06520394513070578,0
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0.18998234818158113,0.029124551710828936,0
Ha ha ha good joke. Girls are situation seekers.,0.3329500525783505,0.061393021409675425,0
Its a part of checking IQ,0.36214816174695896,0.06899132826749707,0
"Sorry my roommates took forever, it ok if I come by now?",0.14061118275812265,0.01985243112950157,0
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0.18554748692206618,0.028251798700957568,0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",0.9934232561450886,0.5477059751779619,1
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0.459880115522847,0.09714517064424041,0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0.7558487317062768,0.7823524195002468,1
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",0.6314699921258519,0.15881619974408723,1
I plane to give on this month end.,0.4629661802651178,0.09810704330829981,0
Wah lucky man... Then can save money... Hee...,0.38130995772865883,0.07417382461647708,0
Finished class where are you.,0.25571173199239494,0.04296198522853261,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0.27743702704474715,0.047906630459064486,0
K..k:)where are you?how did you performed?,0.2929645408668512,0.051554624438242,0
U can call me now...,0.4084353506626732,0.08178431801227992,0
I am waiting machan. Call me once you free.,0.8388549553491662,0.26818969759654626,0
Thats cool. i am a gentleman and will treat you with dignity and respect.,0.2736753127347631,0.047037198721644906,0
I like you peoples very much:) but am very shy pa.,0.29018862609586443,0.05089544309387534,0
Does not operate after  &lt;#&gt;  or what,0.15700213336711433,0.022821510388391416,0
Its not the same here. Still looking for a job. How much do Ta's earn there.,0.3857331597365127,0.07539266653100521,0
"Sorry, I'll call later",0.0722325837867093,0.00872729263343307,0
K. Did you call me just now ah? ,0.2317366751825832,0.03771950432645509,0
Ok i am on the way to home hi hi,0.10699582027926163,0.014117764654690725,0
You will be in the place of that man,0.24363880905784252,0.04029405704318379,0
Yup next stop.,0.8454831302149166,0.27282071572660926,0
"I call you later, don't have network. If urgnt, sms me.",0.5224141033015618,0.11759709000812434,0
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0.3238310424288633,0.05909228523650213,0
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0.5066062977567599,0.11223013845789488,0
I'm really not up to it still tonight babe,0.22838585254354749,0.03700464215802788,0
"Ela kano.,il download, come wen ur free..",0.5053983741055342,0.11182569839638215,0
Yeah do! Don‘t stand to close tho- you‘ll catch something!,0.17586757936620842,0.026373885484855294,0
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0.15713191425683803,0.022845457934435136,0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0.2726906910467952,0.04681054664630277,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,0.5620036717643637,0.8683288135978199,1
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0.17549588074264832,0.026302517418557984,0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",0.9704662376490634,0.6008245195521125,1
Watching telugu movie..wat abt u?,0.23970146634276912,0.039436260227196276,0
i see. When we finish we have loads of loans to pay,0.3463714192936641,0.06484152407083008,0
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",0.18123637273722923,0.027410848549772902,0
I see a cup of coffee animation,0.3882982861112614,0.0761034225935763,0
Please don't text me anymore. I have nothing else to say.,0.4942107985268373,0.1081172607688804,0
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0.43629125916869294,0.0899465129828752,0
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0.3242889451428841,0.0592070040013054,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0.3457315582972475,0.06467542126143963,0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0.2995738374708109,0.05313644774173126,0
Umma my life and vava umma love you lot dear,0.27065214070678956,0.04634250060775254,0
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0.34091563893017063,0.06343071133286729,0
"Aight, I'll hit you up when I get some cash",0.42088065795396506,0.08538665542129395,0
How would my ip address test that considering my computer isn't a minecraft server,0.3758540194635458,0.07268212281179039,0
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0.2959420446501143,0.05226508391441807,0
Dont worry. I guess he's busy.,0.31524312355888295,0.056956538960360355,0
What is the plural of the noun research?,0.3982829764945615,0.07889763447208226,0
Going for dinner.msg you after.,0.38413827333879336,0.07495220100413531,0
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0.20041051596436382,0.031207255470425417,0
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0.6362386513128073,0.8391921663546663,1
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0.36350199969485586,0.06935232668842989,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.2668784929347345,0.04548038972447568,0
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,0.6308813294113844,0.8414284256417623,1
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0.34335466196525577,0.06405989048383642,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0.28016797313620034,0.048541319436114796,0
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,0.8474157460165161,0.725808029086995,1
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",0.5942284631822754,0.8561519499800949,1
here is my new address -apples&pairs&all that malarky,0.5554910596125258,0.12929118928035954,0
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0.9200372478292415,0.6649153050270933,1
I am going to sao mu today. Will be done only at 12 ,0.3352590545250347,0.061980997151743225,0
Ü predict wat time ü'll finish buying?,0.1666146382670552,0.02461368044485208,0
"Good stuff, will do.",0.21672793069884563,0.03455163245375447,0
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0.4241107412645477,0.08633323735080922,0
Are you there in room.,0.29132229546799365,0.05116427937975967,0
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0.25107522880846167,0.04193066049661717,0
K..k:)how much does it cost?,0.642424519539588,0.16341815689598926,0
I'm home.,0.1531617145798877,0.022115967507546096,0
"Dear, will call Tmorrow.pls accomodate.",0.2972074408983999,0.05256808867381218,0
First answer my question.,0.5367508051080805,0.12258669153488519,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,0.9194928813656974,0.6654649343241534,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,0.9938755196541654,0.5460388733991458,1
I only haf msn. It's yijue@hotmail.com,0.6202718344698064,0.1542081747107836,0
He is there. You call and meet him,0.33580163404977603,0.06211948087036818,0
No no. I will check all rooms befor activities,0.37533424332489007,0.07254068351684097,0
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0.9993597677392791,0.4851052100540906,1
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0.18098542202310863,0.027362123385158622,0
"K, text me when you're on the way",0.7359181409717679,0.20710791863004696,0
"Sir, Waiting for your mail.",0.31608799840145246,0.057165325819633725,0
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0.2882077869628799,0.050426935363190276,0
I know you are. Can you pls open the back?,0.2478470377460056,0.041217551850037254,0
Yes see ya not on the dot,0.3053927211636413,0.054543547193919996,0
Whats the staff name who is taking class for us?,0.29857378652140576,0.052895983557982564,0
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",0.9255446120876519,0.6592394796396416,1
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0.3190227914264966,0.0578928231569756,0
K..i deleted my contact that why?,0.6752245384299539,0.17779275858478183,0
Sindu got job in birla soft ..,0.2657231130023077,0.04521755450182801,0
The wine is flowing and i'm i have nevering..,0.369682028762637,0.07101013730837155,0
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0.2068871939699459,0.03252224285430048,0
Ok... Ur typical reply...,0.9418188079754592,0.3589627307250391,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0.3457315582972475,0.06467542126143963,0
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0.32960175225104044,0.06054428583112883,0
Aaooooright are you at work?,0.2275177845228113,0.03682016236132741,0
I'm leaving my house now...,0.27570671478126724,0.04750601716352031,0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0.11996384587500768,0.016272142204086515,0
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,0.9758896744102392,0.5911556296655077,1
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0.7011070193213677,0.810174145258248,1
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0.29249062516343644,0.051441869395317225,0
New car and house for my parents.:)i have only new job in hand:),0.5209450407564687,0.11709244785817398,0
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0.24472225031331138,0.04053115782579373,0
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,0.9134894713285084,0.6714001253033134,1
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0.7809601132186099,0.7683016890588859,1
I place all ur points on e cultures module already.,0.5421048318852517,0.12448071021706349,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0.6099984028216687,0.8499368149165704,1
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0.29364258239792196,0.05171610091765277,0
Great escape. I fancy the bridge but needs her lager. See you tomo ,0.4071556935457573,0.08141791248891248,0
Yes :)it completely in out of form:)clark also utter waste.,0.3346254388656612,0.06181943162108433,0
"Sir, I need AXIS BANK account no and bank address.",0.4060945979938152,0.08111464865207163,0
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0.25238091543012764,0.04222024265338999,0
What time you coming down later? ,0.15928679790869832,0.02324408237358833,0
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0.33082566237062716,0.06085399215292248,0
"Well, i'm gonna finish my bath now. Have a good...fine night.",0.1600127153772994,0.023378791160479265,0
Let me know when you've got the money so carlos can make the call,0.18318933157433848,0.027790892255736527,0
U still going to the mall?,0.17932175126736769,0.027039732969524305,0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0.2904347753735539,0.05095377109129736,0
Text her. If she doesnt reply let me know so i can have her log in,0.88545730756617,0.30344161705279876,0
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0.5586865463063533,0.13045567276254996,0
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0.4021590674318979,0.07999428917439483,0
Lol no. U can trust me.,0.2594358055717618,0.04379643791988959,0
ok. I am a gentleman and will treat you with dignity and respect.,0.2557203676391364,0.04296391394336354,0
"He will, you guys close?",0.33926130620562167,0.06300535732261772,0
Going on nothing great.bye,0.23361399325696794,0.0381219214747758,0
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0.30356661261450646,0.0541005044816231,0
"Haha awesome, be there in a minute",0.2935390522534465,0.051691433243023104,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0.6659887826274516,0.8263490780739587,1
Have you got Xmas radio times. If not i will get it now,0.3819088970911688,0.07433836694772931,0
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0.26476632325581145,0.04500029252940059,0
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0.9998257817279853,0.49222973484793914,1
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0.31628007984294576,0.05721283360761154,0
Hi :)finally i completed the course:),0.32510924583441325,0.05941272842654604,0
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0.7665296227055693,0.22351253610325097,0
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0.3357438719754207,0.0621047323626943,0
Gud mrng dear hav a nice day,0.2037964176307479,0.03189266122611626,0
Did u got that persons story,0.19324716520035753,0.0297720015586795,0
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0.2640321615187636,0.04483382694648342,0
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0.5116665185602994,0.11393308486097331,0
"Found it, ENC  &lt;#&gt; , where you at?",0.1546537427760022,0.022389361893359626,0
I sent you  &lt;#&gt;  bucks,0.14966920958607896,0.021479570181150886,0
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0.535595561978997,0.12218022818597693,0
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0.2237309483383909,0.03601882603707804,0
Goodmorning sleeping ga.,0.3338100568296639,0.061611760759663965,0
U call me alter at 11 ok.,0.34774747602325357,0.06519931574713517,0
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0.19028444555471224,0.02918428478485073,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.2668784929347345,0.04548038972447568,0
"Aight yo, dats straight dogg",0.3232106889212914,0.05893700383609283,0
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0.20295930878254048,0.031722788058192404,0
Both :) i shoot big loads so get ready!,0.3096773613835581,0.05558832576103918,0
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0.2982938031200657,0.05282873258162477,0
Home so we can always chat,0.5984098230220951,0.14547897380702943,0
K:)k:)good:)study well.,0.2443041725671834,0.040439611268819106,0
Yup... How ü noe leh...,0.23554516053884703,0.03853731398844659,0
Sounds great! Are you home now?,0.20988621640482302,0.033136704994232026,0
Finally the match heading towards draw as your prediction.,0.5229485047473342,0.11778096643492186,0
Tired. I haven't slept well the past few nights.,0.32090965086742573,0.05836239675905358,0
Easy ah?sen got selected means its good..,0.3141429403218909,0.05668509265100173,0
I have to take exam with march 3,0.3285980765785372,0.06029076719535892,0
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0.18541595226662563,0.028226032070982943,0
Ok no prob. Take ur time.,0.27683660415389244,0.04776748290081513,0
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0.46832557928672436,0.09978874693118152,0
"Sorry, I'll call later",0.0722325837867093,0.00872729263343307,0
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0.153956676441271,0.022261520700794343,0
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0.7534621718710383,0.7836415504114743,1
Would really appreciate if you call me. Just need someone to talk to.,0.22635682377949862,0.0365738964680194,0
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0.9748420198048184,0.4068963441342852,1
Hey company elama po mudyadhu.,0.4416141451932972,0.0915474876385219,0
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0.2458452097161569,0.040777389852687335,0
Dear good morning now only i am up,0.1770947003079742,0.026609889559918408,0
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0.18752815317537738,0.028640622323134128,0
Dear we are going to our rubber place,0.1728581074104607,0.025797633138432526,0
"Sorry battery died, yeah I'm here",0.2351807029269305,0.038458808242619026,0
Yes:)here tv is always available in work place..,0.26017215428707047,0.04396207395988739,0
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0.930071182703639,0.6544062900918564,1
I have printed it oh. So  &lt;#&gt;  come upstairs,0.12169689235201073,0.016565648355554356,0
Or ill be a little closer like at the bus stop on the same street,0.5027905474687624,0.11095524118239583,0
Where are you?when wil you reach here?,0.3309701501127993,0.06089059483033628,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0.4136529402755297,0.08328595883772501,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0.9983943620523839,0.5235852758311904,1
Tomarrow final hearing on my laptop case so i cant.,0.4178222113105047,0.08449480926575692,0
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0.3667086762023626,0.07021049225048415,0
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0.31444871259849616,0.056760486212887894,0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0.17596333193807306,0.026392279387276417,0
U don't remember that old commercial?,0.2696418568347045,0.046111147367030196,0
Too late. I said i have the website. I didn't i have or dont have the slippers,0.21902021605733912,0.03502978169651886,0
I asked you to call him now ok,0.2400172959354795,0.0395048445632821,0
Kallis wont bat in 2nd innings.,0.3895991439871489,0.07646497344308371,0
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0.09371962480295846,0.011990841390789755,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0.4831638954152967,0.8954794043584173,1
Ranjith cal drpd Deeraj and deepak 5min hold,0.36816928111342506,0.0706028307991332,0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0.24278726067357026,0.04010802500912556,0
What you doing?how are you?,0.2242131227384737,0.03612054908116906,0
